146.666	225.591	418.658
140.33	177.006	211.191
140.33	160.954	173.417
140.958	155.847	165.497
140.958	152.015	156.623
140.958	150.41	153.903
140.958	147.198	150.231
140.958	145.237	148.795
140.958	144.258	145.881
140.958	143.481	144.687
140.958	142.917	143.947
140.958	142.265	143.265
140.958	141.761	142.596
140.958	141.432	141.875
140.958	141.319	141.66
140.958	141.198	141.407
140.958	141.131	141.257
140.961	141.105	141.178
140.961	141.071	141.136
140.961	141.042	141.089
140.961	141.027	141.06
140.961	141.018	141.039
140.989	141.008	141.022
140.986	141.003	141.013
140.984	140.998	141.008
140.984	140.995	141.001
140.983	140.991	140.995
140.982	140.989	140.992
140.982	140.988	140.99
140.982	140.986	140.989
140.982	140.985	140.987
140.982	140.984	140.985
140.982	140.984	140.985
140.982	140.984	140.984
140.982	140.983	140.984
140.982	140.983	140.984
140.982	140.983	140.983
140.982	140.983	140.983
140.982	140.982	140.983
140.982	140.982	140.983
140.982	140.982	140.983
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
140.982	140.982	140.982
